codigo_fabricante,descricao_do_produto,marca,preco,estoque,localizacao,preco_promoc_varejo
40342,JUNTA VALV TERMOS FIAT 147 UNO PREM PALIO MOTOR FIAS,UNIVE,"5,34","16,000",D4-01,
40525 JV,JUNTA VALVULA TERMOSTATICA  PALIO 1.0 1.3 1.4 FIRE 8V 16V EVO 1.0,IPEBR,"9,11","11,000",D4-01,
40730,JUNTA VALVULA TERMOSTATICA  PALIO 1.0 1.3 1.4 FIRE 8V 16V EVO 1.0,UNIVE,"9,26","11,000",D4-01,
76085,JUNTA VALVULA TERMOSTATICA FIESTA COURIER ECOSPORT 1.0 1.6 8V ZET,SABO,"8,00","0,000",B3-48,
7GM79E,KI REP SAPATA FREIO TRAZ CORSA TDS,GENER,"12,88","0,000",,
K20046,KIT  TRANB C/BUCHA TEFLON C/HA,FORD,"17,82","0,000",,
94235,KIT /CARB UNO MILHE WEBER,FIAT,"29,88","0,000",,
I2100,KIT 4 LANTERNAS DIANTEIRA - SILVERADO  1997 A 2001,RCD,"176,40","0,000",ML,
VA756A,KIT 4 VALVULA ADMISSAO CORCEL / BELINA CHT 1.6 78 ATÉ 82,BBB,"62,54","3,000",B1-11,
K10308,KIT ABRAC ESTAB DIANT FIORINO 94/,FIAT,"4,16","0,000",,
LF3977,KIT ABRAC ESTAB DIANT KOMBI 96/ DIR ESQ,LAFER,"14,50","1,000",A10-03,
LF0004,KIT ABRAC ESTAB DIR KOMBI 1.5 1.6 TODAS,LAFER,"55,03","0,000",A10-03,
LF0003,KIT ABRAC ESTAB ESQ KOMBI 1.5 1.6 TODAS,LAFER,"54,33","0,000",A10-03,
LF0006,KIT ABRAC ESTAB LD DIR KOMBI 1.5 1.6 /95,LAFER,"9,26","6,000",A10-03,
LF0005,KIT ABRAC ESTAB LD ESQ KOMBI 1.5 1.6 /95,LAFER,"9,26","4,000",A10-03,
LF0002,KIT ABRAC ESTABIL BRAS VW  FUSCA 1300L 1500 1600,LAFER,"54,42","4,000",A10-04,
K40061,KIT ABRAC ESTABIL BRAS VW  FUSCA 1300L 1500 1600,KITEC,"25,53","1,000",A10-04,
K40197,KIT ABRAC SILENCIO PASSAT/PARA,VOLKS,"3,99","0,000",,
K40192,KIT ABRAC SILENCIOSO GOL/SDAVE,VOLKS,"4,27","0,000",,
042001,KIT ABRAC. ESTABILIZ.DIANT CHEVETTE MARAJO CHEVY,BROKI,"17,35","8,000",C10-06,
K30083,KIT ABRAC.BATENT.ESTAB.DIANT CHEVETTE MARAJO CHEVY,KITEC,"10,92","0,000",C10-06,
K30242,KIT ABRAC.BORRA.ESCAP MONZA KADETT IPANEMA,GENER,"28,88","0,000",,
K10092,KIT ABRAC.COMPL.TUBO  SIL.FIAT,FIAT,"3,30","0,000",,
26201,KIT ABRAC.E CALCO FEIXE MOLA PANO PICK UP FIOR ELB,CORCE,"0,00","2,000",D9-05,
LF6851,KIT ABRAC.E CALCO FEIXE MOLA PANORAMA PICK UP FIORINO ELBA,LAFER,"185,18","-1,000",D9-05,
LF6342,KIT ABRAC.ESTABIL TRAS VECTRA 97/,LAFER,"38,23","4,000",C10-04,
014003,KIT ABRAC/CALCO FEIXE MOLA FIAT 147 UNO PREM 3 MOL,BROKI,"79,00","0,000",D9-06,
LF6852,KIT ABRAC/CALCO FEIXE MOLA FIAT 147 UNO PREM 3 MOL,LAFER,"97,65","6,000",D9-06,
26192,KIT ABRAC/CALCO FEIXE MOLA FIAT 147 UNO PREMIO 3 MOLAS,CORCE,"130,18","5,000",D9-06,
K30243,KIT ABRACADEIRA E BORRACHA ESCAPAMENTO OPALA 4 CIL,GENER,"6,56","0,000",,
K40730,KIT ACINAMENTO  FREIO LE KOMB,VOLKS,"6,12","0,000",,
DEW00772,KIT ACOPL.HAST.LIG.GOL/SAVEIRO,DEWPA,"13,86","7,000",A8-02,
K40123,KIT ACOPLAM VARAO CAMBIO BRASILIA VARIANT KOMBI,VOLKS,"28,67","0,000",,
DEW00767,KIT ACOPLAM VARAO CAMBIO BRASILIA VARIANT KOMBI,DEWPA,"42,08","3,000",A8-02,
LF0017BR,KIT ACOPLAM VARAO CAMBIO BRASILIA VARIANT KOMBI,LAFER,"44,45","2,000",A8-02,
K40202,KIT ACOPLAMENTO ALAV CAMBIO KOMBI 1500,VOLKS,"26,07","1,000",A10-02,
K40205,KIT ACOPLAMENTO CAMBIO VW SEDAN TODOS 449480,VOLKS,"1,06","0,000",,
K40168,KIT ALAV ACIONA FREIO LD FUSCA,VOLKS,"11,72","0,000",,
DEW00586,KIT ALAV CAMBIO PASSAT GOL VOYAGE PARA 4 MARCHAS,DEWPA,"21,88","3,000",A8-04,
K40420,KIT ALAV. CAMBIO COMPL.BRASILIA VARIANT 73/,VOLKS,"50,82","0,000",,
K40163,KIT ALAV.ACION.FREIO.LE FUSCA,VOLKS,"11,72","0,000",,
K40418,KIT ALAV.CAMB.COMPL. SEDAN /09-78,VOLKS,"42,28","0,000",A8 055,
K40425,KIT ALAV.CAMB.GOL A AR /83,VOLKS,"29,98","0,000",C9 029,
K40423,KIT ALAV.CAMBIO COMPL KOMB15TD,KITEC,"48,22","0,000",A9-INF,
K40416,KIT ALAV.CAMBIO COMPL. SEDAN 10-78/,VOLKS,"37,47","0,000",,
K40421,KIT ALAV.CAMBIO COMPL.KOMBI 09-82/,VOLKS,"50,38","0,000",,
K40419,KIT ALAV.CAMBIO COMPL.VARI/TC/,VOLKS,"25,37","0,000",,
K20450,KIT ALAV.CAMBIO ESCORT 1.8,FORD,"9,38","0,000",,
K10388,KIT ALAV.CANB.(B.F.MENOR)FIAT1,FIAT,"3,87","0,000",D7 002,
K40422,KIT ALAV.COMB.COMPL KOMBI /08-82,VOLKS,"50,38","0,000",A9-SUPERI,
K10387,KIT ALAVA.CAMB.TRANB.UNO92/..,FIAT,"9,00","0,000",D7 002,
K10380,KIT ALAVA.CAMBIO/TRANB UNO PRE ELBA FIO,FIAT,"5,78","0,000",,
K40429,KIT ALAVAN CAMBIO KOMBI 96/...,VOLKS,"69,72","0,000",,
K40726,KIT ALAVANCA ACIONA FREIO KOMB,VOLKS,"13,29","0,000",,
K40731,KIT ALAVANCA ACIONA FRIO KOMB,KITEC,"8,42","2,000",F13-01,
K40729,KIT ALAVANCA ACIONAM.FREIO KOMBI /82 DIREITO,KITEC,"15,09","4,000",F13-01,
K10382,KIT ALAVANCA CAMBI UNO/P 85/88,FIAT,"3,65","0,000",D7 002,
10384,KIT ALAVANCA CAMBIO/TRANB.UNO PRE ELBA FIOR,KITEC,"42,86","0,000",D7-03,
K40424,KIT ALAVANCA DE CAMBIO MARCHA - GOL BX ANTIGO,KITEC,"197,35","0,000",A9-INF,
K40425,KIT ALAVANCA DE CAMBIO MARCHA - GOL BX ANTIGO,KITEC,"153,25","0,000",A9-INF,
K20358,KIT ALAVANCA E TRANB.C/HASTE ESCORT 1.8 /92 GOLF,FORD,"72,45","0,000",,
DEW18977,KIT ALAVANCA TRAMBULADOR ESCORT VERONA 1.8 /92 APOL,DEWPA,"80,46","3,000",B5-SUP,
9920,KIT ALAVANCA TRAMBULADOR ESCORT VERONA 1.8 /92 APOL,CORCE,"135,61","4,000",B5-SUP,"107,700"
1010440830,KIT AMOR DIANT COMPL GOL VOY PAR SAV /94,MONRO,"36,51","0,000",J- 126,
BAC11586,KIT AMORT DIANT (COMPL) FUSION 13/,FORD,"844,20","0,000",,
KSC01120S,KIT AMORT DIANT AMAROK 10/...,COFAP,"118,80","2,000",E12-11,
K30203,KIT AMORT DIANT BATEN.POLIU.MONZA,GENER,"25,90","0,000",,
K30204,KIT AMORT DIANT BATENT.POULI.MONZZ,GENER,"48,51","0,000",,
K10470,KIT AMORT DIANT C/ BAT.POL.UN/PREM,FIAT,"18,61","0,000",,
K20534,KIT AMORT DIANT C/ BATEN POLIUR COXIM ROL. COURIER,FORD,"59,43","0,000",,
K40682,KIT AMORT DIANT C/ ROL POL. GOL PAR SAV /94 MB312K,VOLKS,"21,46","0,000",,
K40683,KIT AMORT DIANT C/BAT POL.C.A.SANT,VOLKS,"26,27","0,000",,
K30376,KIT AMORT DIANT C/BAT POL.COX.CORS,GENER,"24,05","0,000",,
K41334,KIT AMORT DIANT C/BAT POL.GOL,VOLKS,"34,63","0,000",,
K41239,KIT AMORT DIANT C/BAT POL.SANTANA,KITEC,"21,66","1,000",A12-05,
LF1607,KIT AMORT DIANT C/BAT POL.SANTANA (((APLICAR MB4005S,LAFER,"19,85","0,000",A12-05,
K41332,KIT AMORT DIANT C/BAT POL.SANTANA 84/93,DIVER,"15,25","0,000",X,
K30369,KIT AMORT DIANT C/BAT POLI.CALCO M,GENER,"24,52","0,000",,
LF1601,KIT AMORT DIANT C/BAT.(COMPLETO) GOL  PARAT SAV /94 MB312K,LAFER,"60,78","0,000",A12-07,
K30361,KIT AMORT DIANT C/BAT.POL.CALCO MO,GENER,"20,49","0,000",,
MB4005S,KIT AMORT DIANT C/BAT.POL.GOL PAR SAV GI 80/94 GOL GII,MOBEN,"23,88","10,000",NK1-01,
LF1603,KIT AMORT DIANT C/BAT.POL.GOL PAR SAV GI 80/94 GOL GII,LAFER,"16,21","0,000",NK1-01,
SK208S,KIT AMORT DIANT C/BAT.POL.GOL PARA SAV GI 80/94 GOL GII,SAMPE,"26,27","1,000",NK101,
K41265,KIT AMORT DIANT C/BAT.POL.GOLF,VOLKS,"10,74","0,000",,
K20535,KIT AMORT DIANT C/BATENT POLIUR COXIM C/ROL FIESTA,FORD,"55,46","0,000",,
K30374,KIT AMORT DIANT C/CAL.LOC.COX.B,GENER,"52,75","0,000",,
K10279,KIT AMORT DIANT C/ROL E BATEN.POLI,FIAT,"8,45","0,000",,
MB6031,KIT AMORT DIANT C3 C4 1.4 1.6 2.0 02/ 307 03/,MOBEN,"43,07","2,000",E12-03,
LF6925,KIT AMORT DIANT COBALT 11/ SONIC SPIN TODOS,LAFER,"54,02","0,000",C11-02,
MB4180,KIT AMORT DIANT COBALT 11/ SONIC SPIN TODOS,MOBEN,"71,40","3,000",C11-02,
K20086,KIT AMORT DIANT COMPL FIESTA 03/ ECOSPORT SUPERCHA,FORD,"83,16","0,000",,
1010440833,KIT AMORT DIANT COMPL GOL PAR SAV 94/ GII,MONRO,"70,34","1,000",J- 126,
K40501,KIT AMORT DIANT COMPL GOLF 98/ GOL GV 08/ VOY SAV,VOLKS,"79,70","0,000",,
K30051,KIT AMORT DIANT COMPL VECTRA /96,GENER,"87,78","0,000",,
K41244,KIT AMORT DIANT COMPL.C/PRATO,VOLKS,"10,95","0,000",,
TKC8106,KIT AMORT DIANT COMPLETO FOCUS 1.8 2.0 16V 01/,FORD,"332,64","0,000",,
MB4020,KIT AMORT DIANT CORSA 02/ S/ABS MERIVA AGILE ASTRA,MOBEN,"102,90","5,000",C11-01,
LF6924,KIT AMORT DIANT CORSA 02/ S/ABS MERIVA AGILE ASTRA,LAFER,"65,05","0,000",C11-01,
SK308S,KIT AMORT DIANT CORSA 94/ CELTA 01/ PRISMA PICK U,SAMPE,"27,15","3,000",NK202,
LF1626,KIT AMORT DIANT CORSA 94/ CELTA 01/ PRISMA PICK U,LAFER,"16,92","0,000",NK202,
MB4116S,KIT AMORT DIANT CORSA 94/ CELTA 01/ PRISMA PICK U,MOBEN,"21,39","3,000",NK202,
LF1625,KIT AMORT DIANT CORSA WIND 1.0 94/ CORSA 1.0 94/,LAFER,"17,50","1,000",NK202,
MB4114S,KIT AMORT DIANT CORSA WIND 1.0 94/ CORSA 1.0 94/,MOBEN,"23,87","5,000",NK202,
SK815D,KIT AMORT DIANT DIR (COMPL) 206 1.0 98/ 207 06/,PEUGE,"281,40","0,000",,
NK0844D,KIT AMORT DIANT DIR CIVIC NEW CIVIC 1.8 07/12 COMP,HONDA,"465,15","0,000",,
SK846D,KIT AMORT DIANT DIR CIVIC NEW CIVIC 1.8 07/16,SAMPE,"124,95","1,000",E12-08,
NK0846D,KIT AMORT DIANT DIR CIVIC NEW CIVIC 1.8 07/16,HONDA,"90,30","0,000",,
MB4052D,KIT AMORT DIANT DIR CIVIC NEW CIVIC 1.8 07/16,MOBEN,"101,81","2,000",E12-08,
SK140D,KIT AMORT DIANT DIR COMPLETO PUNTO 08/,FIAT,"272,09","1,000",D11001,
LF10900,KIT AMORT DIANT DOBLO 02/ COIFA/BATENTE C/ CANECA,LAFER,"72,93","1,000",D10-02,
MB4226,KIT AMORT DIANT DUCATO 97/ JUMPER 97/ BOXER 97/,MOBEN,"144,65","2,000",E11-34,
K20432,KIT AMORT DIANT ESCORT VER APOL 83/92 COMPLETO,FORD,"29,72","0,000",,
KA1092,KIT AMORT DIANT ESCORT VERONA 84/92 HOBBY 93/96,AUTH,"37,52","3,000",B12-05,
DEW10034,KIT AMORT DIANT ESCORT VERONA 84/92 HOBBY 93/96,DEWPA,"39,23","0,000",B12-05,
SK815E,KIT AMORT DIANT ESQ (COMPL) 206 1.0 98/ 207 06/,PEUGE,"281,40","0,000",,
NK0844E,KIT AMORT DIANT ESQ CIVIC NEW CIVIC 1.8 07/12,HONDA,"465,15","0,000",,
SK846E,KIT AMORT DIANT ESQ CIVIC NEW CIVIC 1.8 07/16,SAMPE,"119,00","0,000",E12-07,
NK0846E,KIT AMORT DIANT ESQ CIVIC NEW CIVIC 1.8 07/16,HONDA,"90,30","0,000",E12-07,
MB4052E,KIT AMORT DIANT ESQ CIVIC NEW CIVIC 1.8 07/16,MOBEN,"101,12","2,000",E12-07,
SK140E,KIT AMORT DIANT ESQ COMPLETO PUNTO 08/,FIAT,"319,46","1,000",D11001,
LF1612,KIT AMORT DIANT GOL 95/ GII SANTANA VERSAL,LAFER,"15,88","0,000",NK1-02,
MB4023S,KIT AMORT DIANT GOL 95/ GII SANTANA VERSAL,MOBEN,"19,80","1,000",NK1-02,
KSC01101S,KIT AMORT DIANT GOL 95/ GII SANTANA VERSAL,COFAP,"42,65","1,000",NK102,
MB4139S,KIT AMORT DIANT GOL PARATI SAVEIRO GIII GIV 99/,MOBEN,"21,23","2,000",NK1-03,
SK402S,KIT AMORT DIANT GOL PARATI SAVEIRO GIII GIV 99/,SAMPE,"27,99","2,000",NK1-03,
LF6980,KIT AMORT DIANT HONDA CIVIC 1.6 1.7 97/06,LAFER,"63,58","0,000",E11-32,
KSC10103S,KIT AMORT DIANT HONDA CIVIC 1.6 1.7 97/06,COFAP,"80,67","2,000",E11-32,
MB4032,KIT AMORT DIANT HONDA CIVIC 1.6 1.7 97/06,MOBEN,"73,78","0,000",E11-32,
K30394,KIT AMORT DIANT KADETT TODOS COMPLETO,GENER,"46,20","0,000",,
SK706D,KIT AMORT DIANT LD BOXER DUCATO JUMPER 02/,SAMKI,"587,63","0,000",X,
SK706E,KIT AMORT DIANT LE BOXER DUCATO JUMPER 02/,SAMKI,"587,63","0,000",X,
K20463,KIT AMORT DIANT LOGUS POIN ESCORT VER 93/96 S/ ROL,DIVER,"20,10","0,000",,
SK866S,KIT AMORT DIANT MEGANE 07/ MEGANE GRAND TOUR 07/,RENAU,"80,85","0,000",,
LF1621,KIT AMORT DIANT MONZA 82/90,LAFER,"19,80","0,000",NK203,
RK21014,KIT AMORT DIANT MONZA 82/90,AUTH,"31,93","0,000",NK203,
KA1014,KIT AMORT DIANT MONZA 82/90,AUTH,"34,21","2,000",NK203,
MB4192,KIT AMORT DIANT NEW FIESTA 8V 16V 11/ FORD KA 14/,MOBEN,"58,97","3,000",B12-04,
KSC08121S,KIT AMORT DIANT NEW FIESTA 8V 16V 11/ KA 14/,COFAP,"87,50","0,000",B12-04,
SK227S,KIT AMORT DIANT NOVO FIESTA 02/11 ECOSPORT 03/12,SAMPE,"51,15","2,000",B12-03,
MB4050,KIT AMORT DIANT NOVO FIESTA 02/11 ECOSPORT 03/12,MOBEN,"44,74","7,000",B12-03,
LF6940,KIT AMORT DIANT NOVO FIESTA 02/11 ECOSPORT 03/12,LAFER,"36,47","1,000",B12-03,
KSC03116S,KIT AMORT DIANT NOVO UNO 10/ PALIO 12/ LINEA,COFAP,"87,08","0,000",D10-02,
MB4059,KIT AMORT DIANT NOVO UNO 10/ PALIO 12/ LINEA,MOBEN,"63,01","2,000",D10-02,
BR10004402619,KIT AMORT DIANT NOVO UNO 10/ PALIO 12/ LINEA,MONRO,"63,71","1,000",D10-02,
LF6938,KIT AMORT DIANT NOVO UNO 10/ PALIO 12/ LINEA,LAFER,"76,07","1,000",D10-02,
K30380,KIT AMORT DIANT OMEGA/SUPREMA,GENER,"13,11","0,000",,
MB1109,KIT AMORT DIANT OPALA/CARAVAN,GENER,"9,77","0,000",,
MB4122S,KIT AMORT DIANT PALIO SIENA 96/15 NOVO PALIO IDEA,MOBEN,"24,00","-2,000",NK106,
LF1639,KIT AMORT DIANT PALIO SIENA 96/15 NOVO PALIO IDEA,LAFER,"18,90","0,000",NK1-06,
KA1197,KIT AMORT DIANT PALIO SIENA 96/15 NOVO PALIO IDEA,AUTH,"34,83","1,000",NK1-06,
NK0111,KIT AMORT DIANT PALIO SIENA 96/15 NOVO PALIO IDEA,NAKAT,"42,83","0,000",NK106,
SK111,KIT AMORT DIANT PALIO SIENA 96/15 NOVO PALIO IDEA  COM 2 BATENTE,SAMPE,"66,11","5,000",NK1-06,
SK111S,KIT AMORT DIANT PALIO SIENA 96/15 NOVO PALIO IDEA COM 1 BATENTE E,SAMPE,"31,11","4,000",NK1-06,
SK120S,KIT AMORT DIANT PALIO WEEKEND PALIO ADVENTURE STRADA,SAMPE,"103,58","0,000",NK2-01,
LF6932,KIT AMORT DIANT PALIO WEEKEND PALIO ADVENTURE STRADA,LAFER,"57,75","0,000",NK2-01,
MB4223S,KIT AMORT DIANT PALIO WEEKEND PALIO ADVENTURE STRADA C/CANECA,MOBEN,"59,52","4,000",NK201,
LF1618,KIT AMORT DIANT POLO 02/ FOX CROSSFOX SPACEFOX TOD,LAFER,"31,97","0,000",A12-01,
MB4030,KIT AMORT DIANT POLO 02/ FOX CROSSFOX SPACEFOX TOD,MOBEN,"44,58","3,000",A12-01,
SK421S,KIT AMORT DIANT POLO 02/ FOX CROSSFOX SPACEFOX TOD,SAMPE,"59,94","5,000",A12-01,
MB6704,KIT AMORT DIANT SANDERO LOGAN TODOS /06 07/ DUSTER 11/ SYMBOL 10/,MOBEN,"47,67","2,000",E11-28,
LF6978,KIT AMORT DIANT SANDERO LOGAN TODOS /06 07/ DUSTER 11/ SYMBOL 10/,LAFER,"70,19","1,000",E11-28,
LF6930,KIT AMORT DIANT STILO TODOS,LAFER,"58,85","0,000",D10-03,
MB4000,KIT AMORT DIANT STILO TODOS,MOBEN,"65,29","2,000",D10-03,
LT90113,KIT AMORT DIANT TUCSON 05/ SPORTAGE 05/10,MONRO,"90,66","2,000",E11-33,
MB6400,KIT AMORT DIANT TUCSON 05/ SPORTAGE 05/10,MOBEN,"62,54","2,000",E11-33,
LF1631,KIT AMORT DIANT UNO ELBA FIOR /92 93/ UNO WAY 08/,LAFER,"17,37","0,000",NK1-05,
KSC03102S,KIT AMORT DIANT UNO ELBA PRE FIOR 93/ UNO WAY 08/,COFAP,"50,66","1,000",NK105,
LF1634,KIT AMORT DIANT UNO ELBA PRE FIOR 93/ UNO WAY 08/,LAFER,"15,75","-1,000",NK1-05,
MB4053B,KIT AMORT DIANT UNO ELBA PRE FIOR 93/ UNO WAY 08/,MOBEN,"22,13","-1,000",NK105,
SK103S,KIT AMORT DIANT UNO ELBA PRE FIOR 93/ UNO WAY 08/,SAMPE,"32,90","15,000",NK1-05,
K10283,KIT AMORT DIANT UNO PRE FIOR /92,FIAT,"13,65","0,000",,
MB4111,KIT AMORT DIANT VECTRA 96/12 ASTRA 99/12,MOBEN,"96,93","10,000",C11-05,
LF6921,KIT AMORT DIANT VECTRA 97/ ASTRA 99/,LAFER,"57,75","0,000",C11-05,
LF6922,KIT AMORT DIANT VECTRA FLEX 2.4 06/12 ZAFIRA 01/12,LAFER,"103,71","6,000",C11-05,
K50255,KIT AMORT DIANT XSARA PICASSO BERLINGO 306 307 405,IMPOR,"47,25","0,000",,
K20536,KIT AMORT DIANT.C/BAT POLI.ESC,FORD,"1,06","0,000",,
K20359,KIT AMORT DIANT.C/ROL ESCORTDS,FORD,"33,80","0,000",,
SK407S,KIT AMORT DIANT.GOLF GL GLX GTI 96/ GOL GV GVI 08/,SAMPE,"34,35","5,000",A12-02,
KSC01102S,KIT AMORT DIANT.GOLF GL GLX GTI 96/ GOL GV GVI 08/,COFAP,"48,67","0,000",A12-02,
MB4132S,KIT AMORT DIANT.GOLF GL GLX GTI 96/ GOL GV GVI 08/,MOBEN,"26,17","7,000",A12-02,
NK0407,KIT AMORT DIANT.GOLF GL GLX GTI 96/ GOL GV GVI 08/,NAKAT,"29,94","0,000",A12-02,
KA1286,KIT AMORT DIANT.GOLF GL GLX GTI 96/ GOL GV GVI 08/,AUTH,"32,27","0,000",A12-02,
LF1620,KIT AMORT DIANT.OMEGA SUPREMA,LAFER,"35,43","2,000",C11-06,
K10330,KIT AMORT DIANT/DIR C/BAT.POLIU,FIAT,"57,75","0,000",,
K10332,KIT AMORT DIANTEIRO TIPO,FIAT,"17,33","0,000",,
KSC04211S,KIT AMORT TRAS AGILE 09/,COFAP,"64,37","2,000",C11-01,
K41249,KIT AMORT TRAS C/BAT POL LOGUS,VOLKS,"33,41","0,000",,
K41335,KIT AMORT TRAS C/BAT POL.GOL 11-98/,VOLKS,"21,37","0,000",,
K40687,KIT AMORT TRAS C/BAT POL.SANT/QU,VOLKS,"23,24","0,000",,
K41269,KIT AMORT TRAS C/BAT.POL.GOLF,VOLKS,"17,60","0,000",,
K30379,KIT AMORT TRAS C/COL BAT.POL.OPAL,GENER,"10,16","0,000",,
MB6015,KIT AMORT TRAS CITROEN C3 02/11,MOBEN,"68,30","0,000",E11-29,
KSC22202S,KIT AMORT TRAS COROLLA 02/ COROLLA FIELDER 02/,TOYOT,"51,45","0,000",E12-09,
MB6851,KIT AMORT TRAS COROLLA 02/ COROLLA FIELDER 02/,MOBEN,"50,85","4,000",E12-09,
KSC18201S,KIT AMORT TRAS DUSTER LOGAN SANDERO 08/...,COFAP,"92,91","0,000",E11-01,
091018,KIT AMORT TRAS ESCORT VERO LOGUS POINTER 93/,BROKI,"26,46","0,000",B12-05,
MB4080S,KIT AMORT TRAS ESCORT VERO LOGUS POINTER 93/,MOBEN,"37,68","2,000",B12-05,
LF1649,KIT AMORT TRAS ESCORT VERO LOGUS POINTER 93/,LAFER,"42,46","2,000",B12-05,
LT90083,KIT AMORT TRAS FIAT TORO 16/,MONRO,"86,58","0,000",D10-5,
MB4281,KIT AMORT TRAS FIAT TORO 16/,MOBEN,"140,45","1,000",D10-05,
KSC03126S,KIT AMORT TRAS FIAT TORO 16/,COFAP,"129,51","2,000",D10-5,
LF6947,KIT AMORT TRAS FIESTA 08/ ECOSPORT 08/,LAFER,"63,67","0,000",B12-02,
RK32778,KIT AMORT TRAS FIESTA 96/ KA 96/ LF1647,AUTH,"59,04","1,000",B12-02,
MB4256S,KIT AMORT TRAS FIESTA 96/ KA 96/ LF1647,MOBEN,"49,75","0,000",B12-02,
LF1647,KIT AMORT TRAS FIESTA 96/ KA 96/ LF1647,LAFER,"47,57","0,000",B12-02,
K20532,KIT AMORT TRAS FIESTA 96/ KA 96/ LF1647,UNIVE,"30,45","0,000",B12-02,
MB4136S,KIT AMORT TRAS FIESTA 96/ KA 96/ LF1647,MOBEN,"48,46","0,000",B12-02,
LF1605,KIT AMORT TRAS GOL /94 VOYAGE PARATI SAVEIRO /96,LAFER,"19,04","0,000",NK1-01,
MB4054B,KIT AMORT TRAS GOL /94 VOYAGE PARATI SAVEIRO /96,MOBEN,"31,04","6,000",NK101,"22,000"
LF1606,KIT AMORT TRAS GOL PARA SAV 99/ GIII GIV GOL GV G5 08/,LAFER,"44,10","0,000",NK1-04,
BR10104401482,KIT AMORT TRAS GOL PARA SAV 99/ GIII GIV GOL GV G5 08/,MONRO,"92,68","2,000",NK1-04,
MB4057S,KIT AMORT TRAS GOL PARA SAV 99/ GIII GIV GOL GV G5 08/,MOBEN,"29,15","6,000",NK1-04,
MB4055S,KIT AMORT TRAS GOL PARA SAV 99/ GIII GIV GOL GV G5 08/ COM COPO,MOBEN,"37,03","0,000",NK104,
KSC01205S,KIT AMORT TRAS GOL PARA SAV 99/ GIII GIV GOL GV G5 08/ COM COPO,COFAP,"66,55","0,000",NK104,
SK422S,KIT AMORT TRAS GOL PARA SAV 99/ GIII GIV GOL GV G5 08/ COM COPO,SAMPE,"45,31","6,000",NK104,
MB4061S,KIT AMORT TRAS GOL PARATI 95/10-98 GII,MOBEN,"29,02","0,000",NK103,
SK405S,KIT AMORT TRAS GOL PARATI 95/10-98 GII,SAMPE,"34,98","4,000",NK103,
RK12097,KIT AMORT TRAS GOL PARATI 95/10-98 GII,AUTH,"72,33","1,000",NK103,
SK410S,KIT AMORT TRAS GOLF 98/ BORA 99/ A3 A4 02/ NEW BEE,SAMPE,"51,42","0,000",A12-03,
MB4141S,KIT AMORT TRAS GOLF 98/ BORA 99/ A3 A4 02/ NEW BEE,MOBEN,"45,56","3,000",A12-03,
KS405731,KIT AMORT TRAS NEW CIVIC 06/16  BAT COIFA,PYS,"187,77","2,000",E11-21,
LF16015,KIT AMORT TRAS NEW FIESTA 11/ 8V 16V  KA 14/,LAFER,"66,15","0,000",B12-04,
MB4260,KIT AMORT TRAS NEW FIESTA 11/ 8V 16V FORD  KA 14/,MOBEN,"66,85","2,000",B12-04,
LF6945,KIT AMORT TRAS NOVO FIESTA 02/11 ECOSPORT 03/12,LAFER,"54,02","0,000",B12-03,
SK229S,KIT AMORT TRAS NOVO FIESTA 02/11 ECOSPORT 03/12,SAMPE,"52,92","0,000",B12-03,
MB4011,KIT AMORT TRAS NOVO FIESTA 02/11 ECOSPORT 03/12,MOBEN,"37,99","0,000",B12-03,
MB4259,KIT AMORT TRAS NOVO UNO EVO 10/ PALIO 12/ MOBI 16/,MOBEN,"95,99","5,000",D10-02,
BR10004402631,KIT AMORT TRAS NOVO UNO EVO 10/ PALIO 12/ MOBI 16/,MONRO,"91,99","0,000",D10-02,
LF6939,KIT AMORT TRAS NOVO UNO EVO 10/ PALIO 12/ MOBI 16/,LAFER,"77,18","0,000",D10-02,
K10481,KIT AMORT TRAS PALIO TODOS C/ CALCO DA MOLA,FIAT,"36,38","0,000",,
K41245,KIT AMORT TRAS PARATI,VOLKS,"10,28","0,000",,
KSC01207S,KIT AMORT TRAS POLO 02/ FOX SPACE CROSS GOL GV GVI,COFAP,"64,60","0,000",A12-04,
SK423S,KIT AMORT TRAS POLO 02/ FOX SPACE CROSS GOL GV GVI,SAMPE,"0,00","0,000",A12-04,
MB4156,KIT AMORT TRAS POLO 02/ FOX SPACEFOX CROSSFOX SPACECROS,MOBEN,"49,98","2,000",A12-04,
LF6935,KIT AMORT TRAS PUNTO 08/ IDEA 09/ LINEA 08/ SIENA,LAFER,"58,43","0,000",D10-03,
KSC03214S,KIT AMORT TRAS PUNTO 08/ IDEA 09/ LINEA 08/ SIENA,COFAP,"100,35","2,000",D10-03,
MB4258,KIT AMORT TRAS PUNTO 08/ IDEA 09/ LINEA 08/ SIENA,MOBEN,"50,56","0,000",D10-03,
SK151S,KIT AMORT TRAS PUNTO 08/ IDEA 09/ LINEA 08/ SIENA,SAMPE,"56,04","4,000",D10-03,
K41251,KIT AMORT TRAS SAVEIRO 82/97 ((APLICAR K41241,VOLKS,"20,21","0,000",,
MB4205,KIT AMORT TRAS SAVEIRO GV 09/ CROOSS TROOPER,MOBEN,"127,04","3,000",A12-04,
LF6905,KIT AMORT TRAS SAVEIRO GV 09/ CROOSS TROOPER,LAFER,"125,08","1,000",A12-04,
